Time (sec),Cell0 (V),Cell1 (V),Cell2 (V),Percentage
17319.6614091396,3.4725,3.447,3.348,1.5203
17343.6824090481,3.468,3.4425,3.3375,1.4097
17367.7034881115,3.4635,3.4365,3.33,1.301
17391.7232990265,3.4575,3.4305,3.321,1.1866
17415.7475011349,3.453,3.426,3.3135,1.0914
17439.7695090771,3.447,3.42,3.3045,0.9919
17463.7915301323,3.4425,3.414,3.2955,0.8897
17487.8144791126,3.4365,3.408,3.285,0.7935
17511.8354730606,3.432,3.402,3.276,0.7036
17535.8584680557,3.426,3.396,3.267,0.6202
17559.8759081364,3.4215,3.39,3.255,0.5428
17583.9014780521,3.4155,3.3825,3.243,0.4549
17607.9206440449,3.411,3.3765,3.2325,0.3796
17631.9464740753,3.405,3.369,3.222,0.3066
17655.9666180611,3.399,3.363,3.21,0.1988
17677.9877181053,3.393,3.357,,
