Time (sec),Cell0 (V),Cell1 (V),Cell2 (V),Percentage
3986.7729101181,3.9195,3.918,3.909,78.2188
4010.7949240208,3.918,3.918,3.9075,78.0556
4034.8167791367,3.918,3.9165,3.9075,77.8926
4058.8398289681,3.9165,3.9165,3.906,77.7296
4082.8599219322,3.9165,3.915,3.906,77.5667
4106.8819251061,3.915,3.915,3.9045,77.4852
4130.9056079388,3.915,3.915,3.903,77.3223
4154.9258570671,3.9135,3.9135,3.903,77.2408
4178.945070982,3.9135,3.912,3.9015,76.9962
4202.96895504,3.912,3.912,3.9,76.8331
4226.9918849468,3.9105,3.9105,3.9,76.8331
4251.0128650665,3.9105,3.909,3.8985,76.5881
4275.0339550972,3.909,3.909,3.897,76.4245
4299.0525560379,3.909,3.9075,3.897,76.3427
4323.0789041519,3.9075,3.9075,3.8955,76.2608
4347.0943901539,3.906,3.906,3.8955,76.0147
4371.1191110611,3.9045,3.9045,3.894,75.8502
4395.1393370628,3.9045,3.9045,3.8925,75.6853
4419.161632061,3.9045,3.9045,3.8925,75.4374
4443.1857299805,3.903,3.9015,3.891,75.4374
4467.2079970837,3.903,3.9015,3.891,75.1885
4491.2306871414,3.9,3.9,3.8895,75.1053
4515.2519140244,3.9,3.8985,3.888,74.8548
4539.2695369721,3.8985,3.8985,3.888,74.7711
4563.2921440601,3.8985,3.8985,3.8865,74.6031
4587.3133051396,3.897,3.897,3.8865,74.5188
4611.3399400711,3.897,3.8955,3.8865,74.4344
4635.3591611385,3.8955,3.894,3.885,74.1803
4659.3796801567,3.8955,3.894,3.8835,74.0952
4683.4049930573,3.894,3.8925,3.882,73.9244
4707.4259569645,3.894,3.8925,3.882,73.7528
4731.4470529556,3.8925,3.8925,3.8805,73.6667
4755.469064951,3.891,3.891,3.879,73.4939
4779.4910559654,3.8895,3.891,3.879,73.3201
4803.5130059719,3.8895,3.888,3.8775,73.2328
4827.5349879265,3.888,3.888,3.8775,73.0576
4851.5560801029,3.888,3.888,3.876,72.7929
4875.5780789852,3.8865,3.885,3.876,72.7041
4899.6000790596,3.8865,3.885,3.8745,72.5257
4923.6209609509,3.885,3.885,3.873,72.3463
4947.643996954,3.8835,3.8835,3.873,72.1655
4971.6654520035,3.8835,3.8835,3.873,72.0747
4995.6864330769,3.882,3.8835,3.8715,71.8922
5019.7085490227,3.882,3.8805,3.87,71.7083
5043.727684021,3.8805,3.8805,3.87,71.7083
5067.7514610291,3.8805,3.879,3.8685,71.43
5091.7741229534,3.879,3.879,3.8685,71.2428
5115.7952070236,3.879,3.8775,3.867,71.0541
5139.8172330856,3.8775,3.876,3.867,71.0541
5163.8383550644,3.876,3.876,3.8655,70.7682
5187.8605370522,3.876,3.876,3.864,70.5758
5211.8814799786,3.8745,3.8745,3.8655,70.5758
5235.9043149948,3.8745,3.8745,3.864,70.479
5259.9254660606,3.873,3.873,3.8625,70.0876
5283.9467389584,3.8715,3.8715,3.8625,70.0876
5307.9694831371,3.8715,3.8715,3.861,69.8895
5331.9890019894,3.87,3.8715,3.861,69.7897
5356.0111069679,3.87,3.87,3.861,69.488
5380.0321640968,3.87,3.87,3.8595,69.488
5404.0553469658,3.8685,3.8685,3.858,69.2845
5428.0765531063,3.8685,3.867,3.858,69.0793
5452.1011040211,3.867,3.867,3.8565,69.0793
5476.1220679283,3.867,3.867,3.8565,68.7679
5500.1442041397,3.8655,3.8655,3.8565,68.6631
5524.1671619415,3.864,3.8655,3.8565,68.6631
5548.1891260147,3.864,3.864,3.855,68.5579
5572.2071919441,3.8625,3.864,3.852,68.346
5596.2312340736,3.8625,3.8625,3.852,68.2392
5620.2497661114,3.8625,3.8625,3.852,68.1321
5644.2766759396,3.861,3.861,3.852,67.8074
5668.297148943,3.861,3.861,3.852,67.5884
5692.3165590763,3.861,3.8595,3.8505,67.6981
5716.3401529789,3.858,3.8595,3.849,67.3672
5740.3622450829,3.8595,3.8595,3.849,67.144
5764.3842070103,3.858,3.858,3.849,67.144
5788.4058570862,3.858,3.8565,3.846,66.8051
5812.4272799492,3.8565,3.855,3.846,66.8051
5836.4492790699,3.855,3.8565,3.846,66.691
5860.4712219238,3.855,3.855,3.846,66.3455
5884.4941971302,3.8535,3.855,3.846,66.2293
5908.5125210285,3.8535,3.855,3.8445,66.3455
5932.5361640453,3.852,3.8535,3.8445,66.1124
5956.5582561493,3.852,3.852,3.843,65.7584
5980.5812060833,3.852,3.852,3.843,65.5196
6004.6013190746,3.8505,3.852,3.8415,65.5196
6028.6233141422,3.8505,3.8505,3.8415,65.3993
6052.645277977,3.8505,3.8505,3.84,65.1569
6076.6682429314,3.849,3.8505,3.84,65.1569
6100.6883249283,3.849,3.849,3.84,64.9122
6124.7074000836,3.849,3.849,3.8385,64.7889
6148.7323539257,3.8475,3.8475,3.837,64.6651
6172.7542989254,3.846,3.8475,3.8385,64.5407
6196.7772860527,3.846,3.8475,3.837,64.4157
6220.798265934,3.8445,3.846,3.8355,64.2901
6244.8193669319,3.846,3.8445,3.837,64.037
6268.8413670063,3.8445,3.8445,3.8355,63.9096
6292.8605499268,3.8445,3.8445,3.834,64.037
6316.8862979412,3.843,3.843,3.834,63.6528
6340.9072799683,3.8415,3.843,3.8325,63.2631
6364.9283909798,3.843,3.8415,3.834,63.3936
6388.9485630989,3.8415,3.8415,3.8325,63.0004
6412.9723370075,3.84,3.8415,3.831,63.132
6436.9908969402,3.84,3.84,3.831,63.0004
6461.0173230171,3.8385,3.8385,3.831,62.735
6485.039315939,3.8385,3.84,3.8295,62.735
6509.0594129562,3.8385,3.84,3.8295,62.3324
6533.0796811581,3.837,3.84,3.828,62.1969
6557.1033730507,3.837,3.8385,3.828,62.1969
6581.1222100258,3.837,3.8385,3.828,61.9242
6605.1483390331,3.8355,3.837,3.828,61.9242
6629.168432951,3.8355,3.837,3.8265,61.6489
6653.1904280186,3.8355,3.8355,3.825,61.3713
6677.2124500275,3.834,3.8355,3.825,61.2315
6701.2343771458,3.834,3.834,3.825,61.091
6725.2563540936,3.8325,3.8325,3.825,61.091
6749.2720470429,3.8325,3.834,3.8235,60.95
6773.2993550301,3.8325,3.8325,3.8235,60.8083
6797.3172550202,3.8325,3.8325,3.8235,60.5233
6821.3414590359,3.831,3.831,3.822,60.3797
6845.3634769917,3.831,3.8325,3.8205,60.2356
6869.3820540905,3.8295,3.831,3.8205,60.0908
6893.4083991051,3.8295,3.831,3.819,59.9456
6917.4245550633,3.8295,3.831,3.8205,59.7996
6941.4501171112,3.8295,3.8295,3.8205,59.7996
6965.4714851379,3.828,3.8295,3.819,59.358
6989.4925689697,3.828,3.828,3.819,59.358
7013.5174241066,3.8265,3.828,3.8175,59.358
7037.5340340138,3.825,3.828,3.8175,59.2095
7061.5565290451,3.825,3.828,3.8175,58.9109
7085.5805699825,3.825,3.8265,3.8175,58.7606
7109.6027269363,3.8235,3.825,3.816,58.4584
7133.6222610474,3.8235,3.8235,3.816,58.6098
7157.6474499703,3.8235,3.825,3.8145,58.4584
7181.6685810089,3.822,3.8235,3.8145,58.1537
7205.6882381439,3.822,3.822,3.8145,58.0005
7229.7125310898,3.8235,3.8235,3.8145,58.0005
7253.7333800793,3.822,3.8235,3.8145,57.5373
7277.7562320232,3.822,3.822,3.813,57.3818
7301.7771191597,3.8205,3.822,3.813,57.6923
7325.7975330353,3.8205,3.822,3.8115,57.2255
7349.8216249943,3.8205,3.8205,3.8115,57.0689
7373.842069149,3.819,3.819,3.81,56.9116
7397.8645570278,3.819,3.819,3.8115,57.0689
7421.8845541477,3.819,3.819,3.81,56.7537
7445.9051201344,3.8175,3.819,3.81,56.5953
7469.9275209904,3.8175,3.819,3.81,56.4363
7493.9525310993,3.8175,3.819,3.8085,56.4363
7517.9698290825,3.816,3.819,3.8085,55.9559
7541.9965541363,3.816,3.8175,3.807,55.9559
7566.0168740749,3.816,3.816,3.807,55.9559
7590.0348169804,3.816,3.8175,3.807,55.7947
7614.0605590344,3.8145,3.816,3.807,55.6329
7638.0835239887,3.8145,3.816,3.8055,55.3077
7662.1028561592,3.8145,3.8145,3.8055,55.1443
7686.12667799,3.8145,3.8145,3.804,54.9804
7710.1446580887,3.813,3.8145,3.804,54.9805
7734.1660430431,3.813,3.8145,3.804,54.9805
7758.1920289993,3.813,3.813,3.804,54.651
7782.2125370503,3.8115,3.813,3.8025,54.4855
7806.2307579517,3.8115,3.813,3.8025,54.4855
7830.2577021122,3.8115,3.8115,3.8025,54.153
7854.2797400951,3.81,3.8115,3.8025,54.153
7878.3016960621,3.81,3.8115,3.8025,53.9861
7902.32102108,3.81,3.81,3.8025,53.8185
7926.3424649239,3.81,3.81,3.801,53.6506
7950.366724968,3.81,3.81,3.801,53.6506
7974.3885071278,3.8085,3.81,3.801,53.3131
7998.410282135,3.8085,3.8085,3.7995,53.3131
8022.4336321354,3.8085,3.81,3.7995,52.9737
8046.4546160698,3.807,3.8085,3.7995,52.9737
8070.4757521153,3.807,3.8085,3.798,53.1437
8094.4977650642,3.807,3.807,3.7965,52.8034
8118.5162329674,3.8055,3.8085,3.7965,52.6326
8142.538244009,3.8055,3.807,3.7965,52.6325
8166.5646231175,3.8055,3.807,3.798,52.4613
8190.5843300819,3.8055,3.807,3.7965,52.4613
8214.6035680771,3.804,3.8055,3.7965,52.1173
8238.6282639504,3.804,3.8055,3.7965,51.9447
8262.650288105,3.804,3.8055,3.7965,51.7716
8286.6683199406,3.804,3.804,3.7965,51.9447
8310.6957371235,3.8025,3.804,3.7935,51.5983
8334.7148370743,3.8025,3.804,3.795,51.4242
8358.7364470959,3.8025,3.804,3.7935,51.25
8382.759417057,3.8025,3.8025,3.7935,51.25
8406.7818210125,3.801,3.8025,3.7935,51.0753
8430.8037331104,3.8025,3.801,3.792,50.7247
8454.8246381283,3.801,3.801,3.792,50.7247
8478.8445689678,3.801,3.8025,3.792,50.7247
8502.868844986,3.801,3.801,3.792,50.5488
8526.8907721043,3.801,3.7995,3.792,50.5488
8550.9127459526,3.7995,3.7995,3.7905,50.3725
8574.9308071137,3.7995,3.7995,3.7905,50.1958
8598.9555850029,3.798,3.801,3.7905,49.8414
8622.9768459797,3.798,3.7995,3.7905,49.8416
8646.9997811318,3.798,3.7995,3.7905,49.6638
8671.0217621327,3.798,3.798,3.7875,49.6638
8695.04033494,3.7965,3.7995,3.7875,49.4858
8719.0648779869,3.798,3.798,3.789,49.3074
8743.0828509331,3.7965,3.798,3.789,49.1287
8767.1087939739,3.795,3.798,3.7875,49.1286
8791.1307611466,3.7965,3.7965,3.7875,48.9496
8815.1477560997,3.795,3.7965,3.7875,48.7703
8839.1718800068,3.7965,3.7965,3.786,48.7703
8863.1968181133,3.795,3.795,3.786,48.7703
8887.2185640335,3.795,3.7965,3.786,48.2304
8911.2365720272,3.795,3.795,3.786,48.4107
8935.2600171566,3.795,3.795,3.7845,48.4107
8959.2805321217,3.7935,3.795,3.7845,48.2304
8983.3005571365,3.7935,3.7935,3.7845,48.2304
9007.3244390488,3.7935,3.7935,3.7845,47.8691
9031.346298933,3.7935,3.7935,3.783,47.688
9055.3691761494,3.7935,3.792,3.783,47.688
9079.3881959915,3.792,3.7935,3.783,47.688
9103.4089560509,3.792,3.792,3.783,47.688
9127.4322350025,3.792,3.7935,3.7815,47.1433
9151.4549520016,3.7905,3.7905,3.7815,47.1433
9175.4765689373,3.7905,3.792,3.7815,47.1433
9199.4990680218,3.7905,3.792,3.78,46.779
9223.5218989849,3.7905,3.7905,3.7815,46.9613
9247.5435271263,3.7905,3.7905,3.78,46.9613
9271.562513113,3.789,3.7905,3.78,46.5965
9295.587872982,3.789,3.789,3.78,46.5965
9319.6089990139,3.7875,3.7905,3.78,46.231
9343.6269910336,3.789,3.789,3.7785,46.231
9367.6525609493,3.7875,3.789,3.7785,46.0477
9391.6733729839,3.7875,3.7875,3.7785,46.0477
9415.6925330162,3.7875,3.789,3.7785,45.8646
9439.7180039883,3.786,3.789,3.777,45.4975
9463.7400360108,3.786,3.789,3.777,45.4975
9487.7590670586,3.786,3.7875,3.7755,45.4975
9511.7836799622,3.786,3.786,3.7755,45.3137
9535.8035171032,3.786,3.786,3.777,45.1297
9559.8270471096,3.7845,3.786,3.7755,44.9458
9583.8490259647,3.786,3.7875,3.7755,45.1299
9607.8660609722,3.7845,3.786,3.774,44.9458
9631.8890161514,3.786,3.786,3.7755,44.5773
9655.9159300327,3.783,3.786,3.7755,44.9458
9679.9360480309,3.7845,3.7845,3.774,44.3928
9703.9540929794,3.7845,3.7845,3.774,44.3928
9727.9800751209,3.783,3.7845,3.774,44.0237
9752.0001060963,3.783,3.7845,3.7725,44.3928
9776.0239911079,3.783,3.783,3.7725,43.839
9800.0420660973,3.7815,3.783,3.7725,44.0237
9824.0629160404,3.7815,3.7845,3.7725,43.4695
9848.0891039372,3.7815,3.7815,3.7725,43.4693
9872.1085710526,3.78,3.7815,3.771,43.839
9896.1332080364,3.7815,3.783,3.771,43.2846
9920.1550040245,3.7815,3.7815,3.771,43.2846
9944.1770401001,3.7815,3.7815,3.771,43.2846
9968.1968650818,3.78,3.78,3.7695,42.9146
9992.2201139927,3.78,3.78,3.771,43.0996
10016.2385971546,3.78,3.78,3.7695,42.9146
10040.2624809742,3.78,3.78,3.7695,42.7296
10064.284954071,3.7785,3.78,3.7695,42.5446
10088.3090510368,3.7785,3.78,3.768,42.3595
10112.3285689354,3.7785,3.7785,3.768,42.3597
10136.3485100269,3.7785,3.78,3.768,42.1745
10160.3731589317,3.7785,3.7785,3.7665,42.1745
10184.3925020695,3.7785,3.7785,3.768,42.1745
10208.4170861244,3.777,3.777,3.7665,41.8045
10232.4390580654,3.7755,3.7785,3.7665,41.8045
10256.4560461044,3.777,3.777,3.7665,41.8046
10280.4805300236,3.7755,3.777,3.765,41.4347
10304.5005960464,3.7755,3.777,3.765,41.4347
10328.5261120796,3.7755,3.777,3.7635,41.2498
10352.5490889549,3.7755,3.777,3.7635,41.4347
10376.5684170723,3.774,3.7755,3.765,41.2498
10400.5912151337,3.7755,3.7755,3.7635,40.8802
10424.6116809845,3.774,3.7755,3.7635,40.8802
10448.6325359344,3.774,3.7755,3.7635,40.6955
10472.653824091,3.774,3.7755,3.762,40.6955
10496.6742031574,3.774,3.774,3.762,40.3265
10520.7002329826,3.774,3.774,3.762,40.3265
10544.717993021,3.7725,3.7725,3.762,39.9579
10568.7405450344,3.774,3.7725,3.7605,40.3265
10592.7639460564,3.771,3.771,3.759,39.7737
10616.7838001251,3.771,3.7725,3.7605,39.9579
10640.8088519573,3.7725,3.7725,3.759,39.4059
10664.8285360336,3.771,3.771,3.7605,39.4059
10688.8522660732,3.771,3.771,3.759,39.2222
10712.870002985,3.771,3.771,3.759,39.2222
10736.8912520409,3.7695,3.7695,3.7575,39.0387
10760.9179251194,3.7695,3.7695,3.7575,38.8553
10784.9392869473,3.7695,3.7695,3.7575,38.8553
10808.9622130394,3.7695,3.768,3.7575,38.4891
10832.9795861244,3.7695,3.7695,3.7575,38.6721
10857.000549078,3.7695,3.768,3.756,38.1239
10881.0263020992,3.768,3.768,3.756,38.1239
10905.0466461182,3.768,3.768,3.756,38.1239
10929.0712349415,3.768,3.768,3.7545,38.3063
10953.089400053,3.768,3.768,3.7545,37.7594
10977.1133220196,3.768,3.7665,3.7545,37.3959
11001.1312830448,3.7665,3.765,3.7545,37.5775
11025.1572051048,3.765,3.765,3.753,37.2145
11049.1765329838,3.765,3.765,3.753,37.0334
11073.2002570629,3.765,3.765,3.753,36.8527
11097.2232270241,3.765,3.7635,3.7515,36.8527
11121.2425911427,3.7635,3.7635,3.753,36.4919
11145.2652621269,3.7635,3.762,3.7515,36.4919
11169.2869539261,3.7635,3.7635,3.7515,36.672
11193.3083770275,3.762,3.762,3.75,36.1324
11217.3303711414,3.762,3.762,3.75,35.9531
11241.353260994,3.762,3.7605,3.75,35.7741
11265.3725681305,3.762,3.7605,3.75,35.5955
11289.3928539753,3.762,3.7605,3.7485,35.5955
11313.4169340134,3.7605,3.759,3.7485,35.5955
11337.4381780624,3.7605,3.759,3.7485,35.4172
11361.4581229687,3.7605,3.7605,3.747,35.0619
11385.4813799858,3.759,3.759,3.747,35.0619
11409.5005309582,3.759,3.7575,3.747,34.8847
11433.5254211426,3.759,3.7575,3.7455,34.8847
11457.5472669601,3.7575,3.7575,3.747,34.7079
11481.56727314,3.7575,3.7575,3.7455,34.1799
11505.5904829502,3.756,3.7575,3.7455,34.3556
11529.6099970341,3.7575,3.756,3.7455,34.0049
11553.6338961124,3.756,3.756,3.744,34.0049
11577.654282093,3.756,3.7545,3.744,33.83
11601.6729700565,3.7545,3.7545,3.744,33.6558
11625.6963279247,3.756,3.7545,3.7425,33.6558
11649.7172119617,3.7545,3.753,3.7425,33.482
11673.7424690723,3.753,3.753,3.7425,33.482
11697.7643680573,3.7545,3.753,3.7425,33.1356
11721.7860939503,3.753,3.753,3.741,32.7912
11745.8074741364,3.7515,3.7515,3.741,32.7912
11769.8266630173,3.7515,3.7515,3.7395,32.4485
11793.851596117,3.7515,3.7515,3.7395,32.278
11817.8725061417,3.7515,3.7515,3.7395,32.278
11841.8944981098,3.7515,3.7515,3.7395,32.1079
11865.9163970947,3.75,3.75,3.7395,31.9383
11889.9365301132,3.75,3.75,3.738,31.7693
11913.9553451538,3.7485,3.7485,3.738,31.6007
11937.9772391319,3.75,3.7485,3.7365,31.4328
11961.9997630119,3.7485,3.747,3.7365,31.2653
11986.0225229263,3.747,3.7485,3.7365,30.932
12010.0464389324,3.7485,3.747,3.7365,30.932
12034.0644581318,3.747,3.747,3.735,30.932
12058.0885300636,3.747,3.747,3.735,30.7662
12082.1114609241,3.7455,3.7455,3.735,30.7662
12106.1334090233,3.7455,3.7455,3.735,30.4361
12130.1505460739,3.747,3.7455,3.7335,30.2718
12154.1740429401,3.744,3.7455,3.732,30.4361
12178.1949980259,3.744,3.744,3.732,30.2718
12202.2158889771,3.744,3.744,3.732,30.1083
12226.2371690273,3.744,3.744,3.7305,29.9453
12250.2625801563,3.7425,3.744,3.7305,29.4596
12274.2845780849,3.744,3.7425,3.7305,29.7828
12298.3064730167,3.7425,3.7425,3.7305,29.2988
12322.3275649548,3.7425,3.7425,3.7305,29.1387
12346.3505179882,3.741,3.741,3.7305,28.9793
12370.3701889515,3.741,3.7425,3.7305,29.1387
12394.3926050663,3.741,3.7425,3.7305,28.8203
12418.4124100208,3.7395,3.741,3.7305,28.662
12442.4343371391,3.7395,3.741,3.729,28.8203
12466.4576370716,3.7395,3.741,3.729,28.3471
12490.4770240784,3.738,3.7395,3.729,28.662
12514.5004220009,3.7395,3.7395,3.7275,28.3471
12538.5205209255,3.738,3.7395,3.7275,28.3471
12562.5438010693,3.738,3.738,3.7275,28.0347
12586.5656559467,3.738,3.738,3.7275,28.0347
12610.5833790302,3.738,3.738,3.726,28.0347
12634.6053891182,3.7365,3.738,3.726,27.8794
12658.6306569576,3.7365,3.7365,3.7275,27.8794
12682.6525790691,3.7365,3.738,3.726,27.7248
12706.6729331017,3.7365,3.738,3.7245,27.4172
12730.6951990128,3.735,3.7365,3.726,27.4172
12754.7156429291,3.735,3.7365,3.7245,27.4172
12778.7368991375,3.735,3.7365,3.7245,27.2643
