Time (sec),Cell0 (V),Cell1 (V),Cell2 (V),Percentage
12802.7572340965,3.735,3.7365,3.7245,27.1121
12826.7805709839,3.7335,3.735,3.7245,27.2643
12850.8036899567,3.7335,3.735,3.723,26.9605
12874.8256499767,3.7335,3.735,3.723,26.8096
12898.8475821018,3.732,3.735,3.723,26.9605
12922.8687131405,3.7335,3.7335,3.7215,26.6591
12946.8885281086,3.732,3.7335,3.723,26.5094
12970.9087460041,3.732,3.7335,3.7215,26.5094
12994.9331450462,3.732,3.7335,3.7215,26.5094
13018.95550704,3.7305,3.7335,3.7215,26.2116
13042.977891922,3.7305,3.7335,3.72,26.0637
13066.9982619286,3.7305,3.7335,3.72,26.0637
13091.0205590725,3.7305,3.732,3.7185,25.9163
13115.0436620712,3.7305,3.7305,3.7185,25.7697
13139.063765049,3.729,3.7305,3.7185,25.7697
13163.0857639313,3.729,3.7305,3.717,25.6235
13187.1038429737,3.7305,3.7305,3.717,25.6235
13211.1265609264,3.7305,3.729,3.7185,25.478
13235.150769949,3.7305,3.7305,3.717,25.333
13259.1721639633,3.7275,3.729,3.7155,25.333
13283.193778038,3.729,3.7275,3.717,25.1887
13307.2134349346,3.7275,3.729,3.7155,25.0449
13331.237787962,3.7275,3.729,3.7155,25.0449
13355.2607009411,3.7275,3.7275,3.7155,24.759
13379.2816901207,3.726,3.7275,3.7155,24.759
13403.2996621132,3.726,3.7275,3.714,24.3347
13427.3248081207,3.726,3.726,3.714,24.3347
13451.342689991,3.726,3.726,3.7125,24.3347
13475.3685619831,3.726,3.726,3.7125,24.3347
13499.39072299,3.7245,3.726,3.7125,24.1943
13523.4089739323,3.7245,3.7245,3.7125,23.9152
13547.4325311184,3.7245,3.723,3.711,23.9152
13571.4525620937,3.7245,3.723,3.711,23.7765
13595.4777259827,3.723,3.723,3.7095,23.6381
13619.5004501343,3.723,3.723,3.708,23.3633
13643.5208511353,3.723,3.723,3.7095,23.3633
13667.541793108,3.7215,3.723,3.708,23.2265
13691.5657291412,3.723,3.7215,3.708,23.0903
13715.5818970203,3.7215,3.7215,3.708,22.9545
13739.6078670025,3.7215,3.7215,3.708,22.8192
13763.6298799515,3.72,3.7215,3.7065,22.9545
13787.652766943,3.72,3.72,3.705,22.6843
13811.6728379726,3.72,3.72,3.7065,22.6843
13835.694188118,3.7185,3.7185,3.705,22.2824
13859.714756012,3.72,3.72,3.705,22.2824
13883.7384440899,3.7185,3.717,3.705,22.1493
13907.7589280605,3.7185,3.7185,3.7035,21.8841
13931.7805571556,3.7185,3.717,3.7035,22.1493
13955.8038029671,3.7185,3.717,3.7035,21.752
13979.8237600327,3.717,3.717,3.7035,21.752
14003.8469071388,3.7155,3.717,3.702,21.8841
14027.8689229488,3.7155,3.7155,3.702,21.489
14051.8885309696,3.717,3.7155,3.702,21.3579
14075.9127790928,3.7155,3.7155,3.7005,21.2272
14099.9337830544,3.7155,3.7155,3.702,21.0967
14123.9559500217,3.714,3.7155,3.7005,20.9664
14147.9755921364,3.714,3.714,3.7005,20.9665
14171.9985489845,3.714,3.714,3.699,20.8365
14196.0209670067,3.7125,3.7125,3.699,20.5772
14220.0403549671,3.7125,3.7125,3.699,20.5772
14244.0606329441,3.7125,3.711,3.6975,20.4478
14268.0865120888,3.711,3.711,3.699,20.3186
14292.1098539829,3.711,3.711,3.6975,20.1895
14316.1254630089,3.7095,3.711,3.696,20.1895
14340.1489560604,3.711,3.711,3.696,19.9316
14364.1693661213,3.7095,3.711,3.696,19.8029
14388.1958961487,3.7095,3.7095,3.6945,19.8029
14412.2135529518,3.7095,3.7095,3.6945,19.6741
14436.2377769947,3.708,3.708,3.6945,19.6741
14460.2572031021,3.708,3.708,3.693,19.5454
14484.2829389572,3.708,3.708,3.693,19.1591
14508.3049099445,3.708,3.708,3.693,19.2879
14532.3253319263,3.708,3.708,3.6915,19.0302
14556.3445320129,3.7065,3.7065,3.69,19.0302
14580.3652510643,3.7065,3.705,3.69,18.7721
14604.3908350468,3.7065,3.7065,3.69,18.9013
14628.4118490219,3.7065,3.705,3.6885,18.3836
14652.4317290783,3.705,3.705,3.6885,18.5133
14676.4531891346,3.705,3.705,3.6885,18.2536
14700.4777140617,3.7035,3.7035,3.687,18.1234
14724.500975132,3.7035,3.7035,3.687,17.8619
14748.522051096,3.7035,3.7035,3.6855,17.8619
14772.5449471474,3.7035,3.702,3.684,17.7305
14796.5660829544,3.702,3.702,3.6825,17.3337
14820.5870730877,3.7005,3.702,3.681,17.4665
14844.6074750423,3.702,3.7005,3.6825,17.0666
14868.6329491138,3.7005,3.699,3.681,16.9321
14892.6549611092,3.7005,3.699,3.6795,16.7971
14916.6715300083,3.7005,3.699,3.6795,16.5247
14940.6971030235,3.699,3.699,3.678,16.6612
14964.7165420055,3.699,3.6975,3.678,16.3874
14988.741024971,3.6975,3.696,3.6765,16.2493
15012.763999939,3.6975,3.6945,3.678,15.9704
15036.780561924,3.6975,3.696,3.6765,15.9704
15060.805159092,3.6975,3.696,3.6765,15.6876
15084.82468009,3.6975,3.693,3.6765,15.6876
15108.8487110138,3.696,3.693,3.675,15.4007
15132.8725569248,3.6945,3.693,3.6765,15.5447
15156.894026041,3.6945,3.6915,3.675,14.9615
15180.9145131111,3.6945,3.6915,3.675,14.6623
15204.9324431419,3.693,3.69,3.675,14.5106
15228.9568121433,3.6915,3.69,3.6735,14.5106
15252.9818789959,3.6915,3.6885,3.675,14.3575
15277.0012731552,3.6915,3.687,3.6735,14.2028
15301.0250220299,3.69,3.6885,3.6735,14.0466
15325.0461800098,3.6885,3.6855,3.6735,13.8887
15349.0681829453,3.69,3.6855,3.6735,13.7292
15373.0884721279,3.687,3.687,3.6735,13.7292
15397.1101789475,3.687,3.687,3.6735,13.5679
15421.1340689659,3.6855,3.6855,3.6735,13.2397
15445.1526329517,3.6855,3.6855,3.672,13.0727
15469.1771950722,3.6855,3.6855,3.672,13.0727
15493.1971280575,3.684,3.684,3.672,12.7327
15517.2185671329,3.684,3.684,3.672,12.7327
15541.2433609962,3.6825,3.6825,3.672,12.5596
15565.2634620667,3.681,3.684,3.672,12.5595
15589.2843680382,3.6825,3.684,3.6705,12.7327
15613.307945013,3.681,3.684,3.6705,12.3841
15637.3286089897,3.681,3.6825,3.6705,12.3841
15661.3521609306,3.681,3.6825,3.6705,12.2066
15685.3705129623,3.681,3.6825,3.6705,11.6594
15709.397124052,3.681,3.681,3.6705,12.2066
15733.4154999256,3.681,3.681,3.669,11.8442
15757.4392681122,3.6795,3.6825,3.6675,11.8442
15781.4612700939,3.6795,3.681,3.669,11.6594
15805.4828569889,3.6795,3.681,3.669,11.6594
15829.5034780502,3.678,3.6795,3.6675,11.2818
15853.5255529881,3.678,3.681,3.6675,11.2818
15877.5485630035,3.678,3.681,3.666,11.0889
15901.566671133,3.678,3.6795,3.666,10.8935
15925.5922961235,3.678,3.6795,3.6645,10.8935
15949.6143100262,3.6765,3.6795,3.6645,10.4936
15973.632527113,3.678,3.678,3.663,10.0817
15997.6565489769,3.6765,3.678,3.663,10.0817
16021.6802201271,3.6765,3.678,3.663,10.0817
16045.6990020275,3.6765,3.678,3.66,9.871
16069.7233150005,3.6765,3.678,3.66,9.5377
16093.7428951263,3.6765,3.678,3.6585,9.4349
16117.7651569843,3.675,3.6765,3.6585,9.3845
16141.7847490311,3.6765,3.675,3.657,9.3349
16165.8103420734,3.675,3.6735,3.6555,9.286
16189.8310761452,3.675,3.675,3.654,9.1433
16213.8552229404,3.675,3.672,3.6525,9.0514
16237.8753581047,3.6735,3.6735,3.6495,8.9621
16261.8973360062,3.6735,3.672,3.648,8.8751
16285.9202411175,3.6735,3.6705,3.645,8.749
16309.9361469746,3.6735,3.6705,3.6435,8.628
16333.9605579376,3.672,3.669,3.642,8.5887
16357.9851429462,3.672,3.669,3.6375,8.4739
16382.0053601265,3.672,3.666,3.636,8.3277
16406.0254571438,3.672,3.666,3.633,8.2228
16430.0493710041,3.6705,3.6645,3.6285,8.0564
16454.0685470104,3.669,3.663,3.6255,7.9927
16478.0923991203,3.669,3.66,3.6225,7.8397
16502.1140551567,3.6675,3.6585,3.621,7.781
16526.1328530312,3.6675,3.657,3.618,7.6397
16550.1582951546,3.6675,3.654,3.6135,7.5058
16574.1784169674,3.666,3.651,3.6105,7.4036
16598.2003340721,3.6645,3.6495,3.6075,7.2812
16622.2214250565,3.663,3.6465,3.603,7.1873
16646.2434310913,3.663,3.6435,3.6,7.0523
16670.2645540237,3.66,3.6405,3.597,6.9446
16694.2864379883,3.66,3.6375,3.5925,6.8408
16718.3073029518,3.657,3.636,3.5895,6.7208
16742.3268229961,3.6555,3.6315,3.585,6.5862
16766.3464591503,3.654,3.6285,3.582,6.53
16790.3718659878,3.6525,3.6255,3.5775,6.3841
16814.3925290108,3.6495,3.6225,3.573,6.2778
16838.4153461456,3.648,3.6195,3.57,6.1738
16862.438092947,3.645,3.6165,3.567,6.0548
16886.4565291405,3.642,3.6135,3.5625,5.9546
16910.4814789295,3.6405,3.6105,3.558,5.8393
16934.4992389679,3.636,3.6075,3.555,5.7256
16958.5251369476,3.6345,3.6045,3.549,5.6291
16982.5448460579,3.6315,3.6,3.546,5.5016
17006.568516016,3.6285,3.597,3.5415,5.4069
17030.590389967,3.624,3.594,3.5355,5.2815
17054.6085550785,3.6225,3.5895,3.5325,5.1573
17078.6344439983,3.6195,3.585,3.528,5.0187
17102.6564149857,3.6165,3.5835,3.5235,4.9424
17126.6752309799,3.6135,3.5775,3.519,4.8211
17150.6985290051,3.6105,3.5745,3.5145,4.7011
17174.7172689438,3.606,3.57,3.51,4.5972
17198.7376580238,3.6045,3.567,3.504,4.4652
17222.7610111237,3.6015,3.564,3.4995,4.3639
17246.784580946,3.597,3.561,3.495,4.2498
17270.8065540791,3.594,3.5565,3.489,4.1096
17294.8285570145,3.591,3.552,3.4845,3.9997
17318.8504590988,3.588,3.5475,3.4785,3.8918
17342.8715701103,3.5835,3.5445,3.4725,3.7729
17366.893584013,3.5805,3.54,3.468,3.6569
17390.9154751301,3.5775,3.534,3.4635,3.5561
17414.936576128,3.573,3.531,3.4575,3.4575
17438.9585881233,3.5685,3.528,3.4515,3.3257
17462.9771871567,3.567,3.522,3.4455,3.2095
17487.0011301041,3.5625,3.516,3.438,3.1079
17511.0204970837,3.5595,3.513,3.4335,2.998
17535.0464949608,3.555,3.5085,3.426,2.8911
17559.0666091442,3.552,3.504,3.42,2.8181
17583.0885579586,3.5475,3.4995,3.414,2.6958
17607.1103401184,3.543,3.495,3.408,2.6065
17631.1285319328,3.54,3.4905,3.4005,2.4996
17655.1520011425,3.5355,3.4845,3.3945,2.3856
17679.1699841023,3.5325,3.4785,3.387,2.2923
17703.1966440678,3.528,3.4755,3.3795,2.1913
17727.217343092,3.5235,3.471,3.372,2.0916
17751.2396481037,3.519,3.465,3.3645,1.9929
17775.2605271339,3.5145,3.459,3.3585,1.9129
17799.2785749435,3.5115,3.4545,3.3495,1.7894
17823.3054161072,3.507,3.4485,3.342,1.6932
17847.3251850605,3.5025,3.444,3.333,1.5891
17871.3476660252,3.498,3.438,3.3255,1.4776
17895.3685591221,3.4935,3.432,3.315,1.3844
17919.3910210133,3.489,3.4275,3.3075,1.2598
17943.4093949795,3.4845,3.4215,3.297,1.1625
17967.4301190376,3.48,3.414,3.288,1.045
17991.4554131031,3.4755,3.4095,3.2775,0.9474
18015.4765310287,3.471,3.402,3.2685,0.8477
18039.4997050762,3.4665,3.3975,3.258,0.7413
18063.5177960396,3.462,3.3915,3.2475,0.6611
18087.5407829285,3.456,3.384,3.234,0.5698
18111.5648839474,3.4515,3.378,3.2235,0.4905
18135.5866999626,3.447,3.372,3.2115,0.4098
18157.6062810421,3.4425,3.3645,,
