Time (sec),Cell0 (V),Cell1 (V),Cell2 (V)
9005.263451099396,3.8295,3.8385,3.8370
9023.277589082718,3.8295,3.8385,3.8370
9041.292481899261,3.8280,3.8385,3.8370
9059.30400109291,3.8280,3.8385,3.8355
9077.316025972366,3.8280,3.8385,3.8355
9095.332396030426,3.8280,3.8370,3.8355
9113.347357988358,3.8280,3.8370,3.8355
9131.362390041351,3.8280,3.8370,3.8355
9149.377311944962,3.8280,3.8370,3.8355
9167.39038491249,3.8265,3.8370,3.8355
9185.400026082993,3.8265,3.8355,3.8340
9203.417607069016,3.8265,3.8355,3.8340
9221.427186012268,3.8265,3.8340,3.8340
9239.446556091309,3.8265,3.8340,3.8325
9257.461317062378,3.8250,3.8355,3.8340
9275.476430892944,3.8265,3.8340,3.8325
9293.489294052124,3.8250,3.8340,3.8325
9311.498519897461,3.8250,3.8340,3.8325
9329.516545057297,3.8250,3.8340,3.8310
9347.530605077744,3.8250,3.8325,3.8310
9365.541057109833,3.8235,3.8325,3.8310
9383.560018062592,3.8235,3.8325,3.8295
9401.57216000557,3.8235,3.8325,3.8310
9419.585469961166,3.8235,3.8310,3.8295
9437.599992990494,3.8235,3.8310,3.8295
9455.61203289032,3.8235,3.8325,3.8310
9473.628061056137,3.8220,3.8310,3.8295
9491.644499063492,3.8220,3.8310,3.8295
9509.65697312355,3.8220,3.8310,3.8295
9527.673470020294,3.8220,3.8295,3.8280
9545.684736013412,3.8220,3.8310,3.8280
9563.699422121048,3.8220,3.8295,3.8280
9581.711709022522,3.8220,3.8295,3.8280
9599.729551076889,3.8205,3.8295,3.8280
9617.743534088135,3.8205,3.8295,3.8265
9635.757407903671,3.8205,3.8280,3.8265
9653.769675970078,3.8205,3.8295,3.8265
9671.783427000046,3.8205,3.8280,3.8265
9689.798619031906,3.8205,3.8280,3.8250
9707.813695907593,3.8205,3.8280,3.8250
9725.828691959381,3.8190,3.8280,3.8250
9743.84250497818,3.8190,3.8280,3.8250
9761.853519916534,3.8190,3.8265,3.8250
9779.868530988693,3.8190,3.8265,3.8250
9797.88250207901,3.8190,3.8265,3.8235
9815.89775109291,3.8190,3.8265,3.8235
9833.912573099136,3.8190,3.8265,3.8235
9851.92771100998,3.8175,3.8265,3.8235
9869.940598964691,3.8175,3.8250,3.8235
9887.952722072601,3.8175,3.8250,3.8235
9905.96760392189,3.8175,3.8250,3.8220
9923.982582092285,3.8175,3.8250,3.8220
9941.99658703804,3.8160,3.8250,3.8220
9960.011653900146,3.8175,3.8250,3.8220
9978.02540898323,3.8160,3.8235,3.8205
9996.036597967148,3.8160,3.8235,3.8220
10014.05159497261,3.8145,3.8235,3.8220
10032.066642999649,3.8160,3.8235,3.8220
10050.081871032715,3.8160,3.8235,3.8205
10068.095483064651,3.8160,3.8235,3.8205
10086.11060500145,3.8160,3.8235,3.8205
10104.120172977448,3.8145,3.8220,3.8190
10122.135207891464,3.8145,3.8220,3.8190
10140.1506690979,3.8145,3.8220,3.8190
10158.16425895691,3.8145,3.8220,3.8190
10176.180835008621,3.8145,3.8220,3.8190
10194.19476890564,3.8145,3.8220,3.8190
10212.208395004272,3.8145,3.8220,3.8175
10230.220684051514,3.8130,3.8205,3.8175
10248.234607934952,3.8130,3.8205,3.8175
10266.245692014694,3.8130,3.8205,3.8175
10284.264678955078,3.8130,3.8205,3.8160
10302.279670000076,3.8115,3.8190,3.8160
10320.293773889542,3.8115,3.8190,3.8160
10338.301353931427,3.8130,3.8190,3.8160
10356.319797992706,3.8115,3.8205,3.8160
10374.332822084427,3.8115,3.8190,3.8160
10392.34633398056,3.8100,3.8190,3.8160
10410.361187934875,3.8100,3.8190,3.8145
10428.378551006317,3.8100,3.8190,3.8160
10446.388245105743,3.8100,3.8190,3.8145
10464.399863004684,3.8100,3.8175,3.8145
10482.41854095459,3.8100,3.8190,3.8145
10500.433751106262,3.8100,3.8175,3.8145
10518.444255113602,3.8085,3.8175,3.8130
10536.462734937668,3.8100,3.8175,3.8130
10554.473781108856,3.8100,3.8175,3.8130
10572.487924098969,3.8085,3.8160,3.8130
10590.50002002716,3.8085,3.8175,3.8130
10608.516027927399,3.8085,3.8160,3.8130
10626.53140091896,3.8085,3.8160,3.8130
10644.546761989594,3.8085,3.8160,3.8115
10662.557476043701,3.8085,3.8160,3.8115
10680.567764997482,3.8070,3.8145,3.8115
10698.584212064743,3.8070,3.8145,3.8115
10716.597742080688,3.8070,3.8145,3.8115
10734.616921901703,3.8070,3.8145,3.8115
10752.631813049316,3.8070,3.8130,3.8100
10770.64605307579,3.8070,3.8160,3.8100
10788.656878948212,3.8070,3.8145,3.8100
10806.671732902527,3.8070,3.8130,3.8100
